eq_id	root_symbol	template_symbol	cell_symbol	target_voc	target_unv	analysis__root_id	analysis__root	analysis__binyan	analysis__cell	analysis__form_id	analysis__r1	analysis__r2	analysis__r3
R122|T0|C7	R122	T0	C7	נִשְׁגַלְתֶּן	נשגלתן	SYN-RT-d179007967	שׁגל	NIFAL	PST.2FPL	SYN-LX-45d7e24fad.PST.2FPL	שׁ	ג	ל
R122|T0|C8	R122	T0	C8	נִשְׁגְלוּ	נשגלו	SYN-RT-d179007967	שׁגל	NIFAL	PST.3PL	SYN-LX-45d7e24fad.PST.3PL	שׁ	ג	ל
R122|T1|C0	R122	T1	C0	הִשְׁגַלְתִּי	השגלתי	SYN-RT-d179007967	שׁגל	HIFIL	PST.1SG	SYN-LX-8ed4ab9b73.PST.1SG	שׁ	ג	ל
R122|T1|C1	R122	T1	C1	הִשְׁגַלְתָּ	השגלת	SYN-RT-d179007967	שׁגל	HIFIL	PST.2MSG	SYN-LX-8ed4ab9b73.PST.2MSG	שׁ	ג	ל
R122|T1|C2	R122	T1	C2	הִשְׁגַלְתְּ	השגלת	SYN-RT-d179007967	שׁגל	HIFIL	PST.2FSG	SYN-LX-8ed4ab9b73.PST.2FSG	שׁ	ג	ל
R122|T1|C3	R122	T1	C3	הִשְׁגִיל	השגיל	SYN-RT-d179007967	שׁגל	HIFIL	PST.3MSG	SYN-LX-8ed4ab9b73.PST.3MSG	שׁ	ג	ל
R122|T1|C4	R122	T1	C4	הִשְׁגִילָה	השגילה	SYN-RT-d179007967	שׁגל	HIFIL	PST.3FSG	SYN-LX-8ed4ab9b73.PST.3FSG	שׁ	ג	ל
R122|T1|C5	R122	T1	C5	הִשְׁגַלְנוּ	השגלנו	SYN-RT-d179007967	שׁגל	HIFIL	PST.1PL	SYN-LX-8ed4ab9b73.PST.1PL	שׁ	ג	ל
R122|T1|C6	R122	T1	C6	הִשְׁגַלְתֶּם	השגלתם	SYN-RT-d179007967	שׁגל	HIFIL	PST.2MPL	SYN-LX-8ed4ab9b73.PST.2MPL	שׁ	ג	ל
R122|T1|C7	R122	T1	C7	הִשְׁגַלְתֶּן	השגלתן	SYN-RT-d179007967	שׁגל	HIFIL	PST.2FPL	SYN-LX-8ed4ab9b73.PST.2FPL	שׁ	ג	ל
R122|T1|C8	R122	T1	C8	הִשְׁגִילוּ	השגילו	SYN-RT-d179007967	שׁגל	HIFIL	PST.3PL	SYN-LX-8ed4ab9b73.PST.3PL	שׁ	ג	ל
R122|T2|C0	R122	T2	C0	שֻׁגַּלְתִּי	שגלתי	SYN-RT-d179007967	שׁגל	PUAL	PST.1SG	SYN-LX-ad47851a8a.PST.1SG	שׁ	ג	ל
R122|T2|C1	R122	T2	C1	שֻׁגַּלְתָּ	שגלת	SYN-RT-d179007967	שׁגל	PUAL	PST.2MSG	SYN-LX-ad47851a8a.PST.2MSG	שׁ	ג	ל
R122|T2|C2	R122	T2	C2	שֻׁגַּלְתְּ	שגלת	SYN-RT-d179007967	שׁגל	PUAL	PST.2FSG	SYN-LX-ad47851a8a.PST.2FSG	שׁ	ג	ל
R122|T2|C3	R122	T2	C3	שֻׁגַּל	שגל	SYN-RT-d179007967	שׁגל	PUAL	PST.3MSG	SYN-LX-ad47851a8a.PST.3MSG	שׁ	ג	ל
R122|T2|C4	R122	T2	C4	שֻׁגְּלָה	שגלה	SYN-RT-d179007967	שׁגל	PUAL	PST.3FSG	SYN-LX-ad47851a8a.PST.3FSG	שׁ	ג	ל
R122|T2|C5	R122	T2	C5	שֻׁגַּלְנוּ	שגלנו	SYN-RT-d179007967	שׁגל	PUAL	PST.1PL	SYN-LX-ad47851a8a.PST.1PL	שׁ	ג	ל
R122|T2|C6	R122	T2	C6	שֻׁגַּלְתֶּם	שגלתם	SYN-RT-d179007967	שׁגל	PUAL	PST.2MPL	SYN-LX-ad47851a8a.PST.2MPL	שׁ	ג	ל
R122|T2|C7	R122	T2	C7	שֻׁגַּלְתֶּן	שגלתן	SYN-RT-d179007967	שׁגל	PUAL	PST.2FPL	SYN-LX-ad47851a8a.PST.2FPL	שׁ	ג	ל
R122|T2|C8	R122	T2	C8	שֻׁגְּלוּ	שגלו	SYN-RT-d179007967	שׁגל	PUAL	PST.3PL	SYN-LX-ad47851a8a.PST.3PL	שׁ	ג	ל
R122|T3|C0	R122	T3	C0	שִׁגַּלְתִּי	שגלתי	SYN-RT-d179007967	שׁגל	PIEL	PST.1SG	SYN-LX-8f2f423eb6.PST.1SG	שׁ	ג	ל
R122|T3|C1	R122	T3	C1	שִׁגַּלְתָּ	שגלת	SYN-RT-d179007967	שׁגל	PIEL	PST.2MSG	SYN-LX-8f2f423eb6.PST.2MSG	שׁ	ג	ל
R122|T3|C2	R122	T3	C2	שִׁגַּלְתְּ	שגלת	SYN-RT-d179007967	שׁגל	PIEL	PST.2FSG	SYN-LX-8f2f423eb6.PST.2FSG	שׁ	ג	ל
R122|T3|C3	R122	T3	C3	שִׁגֵּל	שגל	SYN-RT-d179007967	שׁגל	PIEL	PST.3MSG	SYN-LX-8f2f423eb6.PST.3MSG	שׁ	ג	ל
R122|T3|C4	R122	T3	C4	שִׁגְּלָה	שגלה	SYN-RT-d179007967	שׁגל	PIEL	PST.3FSG	SYN-LX-8f2f423eb6.PST.3FSG	שׁ	ג	ל
R122|T3|C5	R122	T3	C5	שִׁגַּלְנוּ	שגלנו	SYN-RT-d179007967	שׁגל	PIEL	PST.1PL	SYN-LX-8f2f423eb6.PST.1PL	שׁ	ג	ל
R122|T3|C6	R122	T3	C6	שִׁגַּלְתֶּם	שגלתם	SYN-RT-d179007967	שׁגל	PIEL	PST.2MPL	SYN-LX-8f2f423eb6.PST.2MPL	שׁ	ג	ל
R122|T3|C7	R122	T3	C7	שִׁגַּלְתֶּן	שגלתן	SYN-RT-d179007967	שׁגל	PIEL	PST.2FPL	SYN-LX-8f2f423eb6.PST.2FPL	שׁ	ג	ל
R122|T3|C8	R122	T3	C8	שִׁגְּלוּ	שגלו	SYN-RT-d179007967	שׁגל	PIEL	PST.3PL	SYN-LX-8f2f423eb6.PST.3PL	שׁ	ג	ל
R122|T4|C0	R122	T4	C0	הֻשְׁגַלְתִּי	השגלתי	SYN-RT-d179007967	שׁגל	HUFAL	PST.1SG	SYN-LX-6867b5537e.PST.1SG	שׁ	ג	ל
R122|T4|C1	R122	T4	C1	הֻשְׁגַלְתָּ	השגלת	SYN-RT-d179007967	שׁגל	HUFAL	PST.2MSG	SYN-LX-6867b5537e.PST.2MSG	שׁ	ג	ל
R122|T4|C2	R122	T4	C2	הֻשְׁגַלְתְּ	השגלת	SYN-RT-d179007967	שׁגל	HUFAL	PST.2FSG	SYN-LX-6867b5537e.PST.2FSG	שׁ	ג	ל
R122|T4|C3	R122	T4	C3	הֻשְׁגַל	השגל	SYN-RT-d179007967	שׁגל	HUFAL	PST.3MSG	SYN-LX-6867b5537e.PST.3MSG	שׁ	ג	ל
R122|T4|C4	R122	T4	C4	הֻשְׁגְלָה	השגלה	SYN-RT-d179007967	שׁגל	HUFAL	PST.3FSG	SYN-LX-6867b5537e.PST.3FSG	שׁ	ג	ל
R122|T4|C5	R122	T4	C5	הֻשְׁגַלְנוּ	השגלנו	SYN-RT-d179007967	שׁגל	HUFAL	PST.1PL	SYN-LX-6867b5537e.PST.1PL	שׁ	ג	ל
R122|T4|C6	R122	T4	C6	הֻשְׁגַלְתֶּם	השגלתם	SYN-RT-d179007967	שׁגל	HUFAL	PST.2MPL	SYN-LX-6867b5537e.PST.2MPL	שׁ	ג	ל
R122|T4|C7	R122	T4	C7	הֻשְׁגַלְתֶּן	השגלתן	SYN-RT-d179007967	שׁגל	HUFAL	PST.2FPL	SYN-LX-6867b5537e.PST.2FPL	שׁ	ג	ל
R122|T4|C8	R122	T4	C8	הֻשְׁגְלוּ	השגלו	SYN-RT-d179007967	שׁגל	HUFAL	PST.3PL	SYN-LX-6867b5537e.PST.3PL	שׁ	ג	ל
R122|T5|C0	R122	T5	C0	שָׁגַלְתִּי	שגלתי	SYN-RT-d179007967	שׁגל	PAAL	PST.1SG	SYN-LX-96df39ea8f.PST.1SG	שׁ	ג	ל
R122|T5|C1	R122	T5	C1	שָׁגַלְתָּ	שגלת	SYN-RT-d179007967	שׁגל	PAAL	PST.2MSG	SYN-LX-96df39ea8f.PST.2MSG	שׁ	ג	ל
R122|T5|C2	R122	T5	C2	שָׁגַלְתְּ	שגלת	SYN-RT-d179007967	שׁגל	PAAL	PST.2FSG	SYN-LX-96df39ea8f.PST.2FSG	שׁ	ג	ל
R122|T5|C3	R122	T5	C3	שָׁגַל	שגל	SYN-RT-d179007967	שׁגל	PAAL	PST.3MSG	SYN-LX-96df39ea8f.PST.3MSG	שׁ	ג	ל
R122|T5|C4	R122	T5	C4	שָׁגְלָה	שגלה	SYN-RT-d179007967	שׁגל	PAAL	PST.3FSG	SYN-LX-96df39ea8f.PST.3FSG	שׁ	ג	ל
R122|T5|C5	R122	T5	C5	שָׁגַלְנוּ	שגלנו	SYN-RT-d179007967	שׁגל	PAAL	PST.1PL	SYN-LX-96df39ea8f.PST.1PL	שׁ	ג	ל
R122|T5|C6	R122	T5	C6	שְׁגַלְתֶּם	שגלתם	SYN-RT-d179007967	שׁגל	PAAL	PST.2MPL	SYN-LX-96df39ea8f.PST.2MPL	שׁ	ג	ל
R122|T5|C7	R122	T5	C7	שְׁגַלְתֶּן	שגלתן	SYN-RT-d179007967	שׁגל	PAAL	PST.2FPL	SYN-LX-96df39ea8f.PST.2FPL	שׁ	ג	ל
R122|T5|C8	R122	T5	C8	שָׁגְלוּ	שגלו	SYN-RT-d179007967	שׁגל	PAAL	PST.3PL	SYN-LX-96df39ea8f.PST.3PL	שׁ	ג	ל
R122|T6|C0	R122	T6	C0	הִתְשַׁגַּלְתִּי	התשגלתי	SYN-RT-d179007967	שׁגל	HITPAEL	PST.1SG	SYN-LX-46c6df36b4.PST.1SG	שׁ	ג	ל
R122|T6|C1	R122	T6	C1	הִתְשַׁגַּלְתָּ	התשגלת	SYN-RT-d179007967	שׁגל	HITPAEL	PST.2MSG	SYN-LX-46c6df36b4.PST.2MSG	שׁ	ג	ל
R122|T6|C2	R122	T6	C2	הִתְשַׁגַּלְתְּ	התשגלת	SYN-RT-d179007967	שׁגל	HITPAEL	PST.2FSG	SYN-LX-46c6df36b4.PST.2FSG	שׁ	ג	ל
R122|T6|C3	R122	T6	C3	הִתְשַׁגֵּל	התשגל	SYN-RT-d179007967	שׁגל	HITPAEL	PST.3MSG	SYN-LX-46c6df36b4.PST.3MSG	שׁ	ג	ל
R122|T6|C4	R122	T6	C4	הִתְשַׁגְּלָה	התשגלה	SYN-RT-d179007967	שׁגל	HITPAEL	PST.3FSG	SYN-LX-46c6df36b4.PST.3FSG	שׁ	ג	ל
R122|T6|C5	R122	T6	C5	הִתְשַׁגַּלְנוּ	התשגלנו	SYN-RT-d179007967	שׁגל	HITPAEL	PST.1PL	SYN-LX-46c6df36b4.PST.1PL	שׁ	ג	ל
R122|T6|C6	R122	T6	C6	הִתְשַׁגַּלְתֶּם	התשגלתם	SYN-RT-d179007967	שׁגל	HITPAEL	PST.2MPL	SYN-LX-46c6df36b4.PST.2MPL	שׁ	ג	ל
R122|T6|C7	R122	T6	C7	הִתְשַׁגַּלְתֶּן	התשגלתן	SYN-RT-d179007967	שׁגל	HITPAEL	PST.2FPL	SYN-LX-46c6df36b4.PST.2FPL	שׁ	ג	ל
R122|T6|C8	R122	T6	C8	הִתְשַׁגְּלוּ	התשגלו	SYN-RT-d179007967	שׁגל	HITPAEL	PST.3PL	SYN-LX-46c6df36b4.PST.3PL	שׁ	ג	ל
R123|T0|C0	R123	T0	C0	נִרְבַמְתִּי	נרבמתי	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.1SG	SYN-LX-23ad352cb8.PST.1SG	ר	ב	מ
R123|T0|C1	R123	T0	C1	נִרְבַמְתָּ	נרבמת	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.2MSG	SYN-LX-23ad352cb8.PST.2MSG	ר	ב	מ
R123|T0|C2	R123	T0	C2	נִרְבַמְתְּ	נרבמת	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.2FSG	SYN-LX-23ad352cb8.PST.2FSG	ר	ב	מ
R123|T0|C3	R123	T0	C3	נִרְבַם	נרבם	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.3MSG	SYN-LX-23ad352cb8.PST.3MSG	ר	ב	מ
R123|T0|C4	R123	T0	C4	נִרְבְמָה	נרבמה	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.3FSG	SYN-LX-23ad352cb8.PST.3FSG	ר	ב	מ
R123|T0|C5	R123	T0	C5	נִרְבַמְנוּ	נרבמנו	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.1PL	SYN-LX-23ad352cb8.PST.1PL	ר	ב	מ
R123|T0|C6	R123	T0	C6	נִרְבַמְתֶּם	נרבמתם	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.2MPL	SYN-LX-23ad352cb8.PST.2MPL	ר	ב	מ
R123|T0|C7	R123	T0	C7	נִרְבַמְתֶּן	נרבמתן	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.2FPL	SYN-LX-23ad352cb8.PST.2FPL	ר	ב	מ
R123|T0|C8	R123	T0	C8	נִרְבְמוּ	נרבמו	SYN-RT-dbe64287eb	רבמ	NIFAL	PST.3PL	SYN-LX-23ad352cb8.PST.3PL	ר	ב	מ
R123|T1|C0	R123	T1	C0	הִרְבַמְתִּי	הרבמתי	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.1SG	SYN-LX-f1b1e7ceda.PST.1SG	ר	ב	מ
R123|T1|C1	R123	T1	C1	הִרְבַמְתָּ	הרבמת	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.2MSG	SYN-LX-f1b1e7ceda.PST.2MSG	ר	ב	מ
R123|T1|C2	R123	T1	C2	הִרְבַמְתְּ	הרבמת	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.2FSG	SYN-LX-f1b1e7ceda.PST.2FSG	ר	ב	מ
R123|T1|C3	R123	T1	C3	הִרְבִים	הרבים	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.3MSG	SYN-LX-f1b1e7ceda.PST.3MSG	ר	ב	מ
R123|T1|C4	R123	T1	C4	הִרְבִימָה	הרבימה	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.3FSG	SYN-LX-f1b1e7ceda.PST.3FSG	ר	ב	מ
R123|T1|C5	R123	T1	C5	הִרְבַמְנוּ	הרבמנו	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.1PL	SYN-LX-f1b1e7ceda.PST.1PL	ר	ב	מ
R123|T1|C6	R123	T1	C6	הִרְבַמְתֶּם	הרבמתם	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.2MPL	SYN-LX-f1b1e7ceda.PST.2MPL	ר	ב	מ
R123|T1|C7	R123	T1	C7	הִרְבַמְתֶּן	הרבמתן	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.2FPL	SYN-LX-f1b1e7ceda.PST.2FPL	ר	ב	מ
R123|T1|C8	R123	T1	C8	הִרְבִימוּ	הרבימו	SYN-RT-dbe64287eb	רבמ	HIFIL	PST.3PL	SYN-LX-f1b1e7ceda.PST.3PL	ר	ב	מ
R123|T2|C0	R123	T2	C0	רֻבַּמְתִּי	רבמתי	SYN-RT-dbe64287eb	רבמ	PUAL	PST.1SG	SYN-LX-a03099fbf2.PST.1SG	ר	ב	מ
R123|T2|C1	R123	T2	C1	רֻבַּמְתָּ	רבמת	SYN-RT-dbe64287eb	רבמ	PUAL	PST.2MSG	SYN-LX-a03099fbf2.PST.2MSG	ר	ב	מ
R123|T2|C2	R123	T2	C2	רֻבַּמְתְּ	רבמת	SYN-RT-dbe64287eb	רבמ	PUAL	PST.2FSG	SYN-LX-a03099fbf2.PST.2FSG	ר	ב	מ
R123|T2|C3	R123	T2	C3	רֻבַּם	רבם	SYN-RT-dbe64287eb	רבמ	PUAL	PST.3MSG	SYN-LX-a03099fbf2.PST.3MSG	ר	ב	מ
R123|T2|C4	R123	T2	C4	רֻבְּמָה	רבמה	SYN-RT-dbe64287eb	רבמ	PUAL	PST.3FSG	SYN-LX-a03099fbf2.PST.3FSG	ר	ב	מ
R123|T2|C5	R123	T2	C5	רֻבַּמְנוּ	רבמנו	SYN-RT-dbe64287eb	רבמ	PUAL	PST.1PL	SYN-LX-a03099fbf2.PST.1PL	ר	ב	מ
R123|T2|C6	R123	T2	C6	רֻבַּמְתֶּם	רבמתם	SYN-RT-dbe64287eb	רבמ	PUAL	PST.2MPL	SYN-LX-a03099fbf2.PST.2MPL	ר	ב	מ
R123|T2|C7	R123	T2	C7	רֻבַּמְתֶּן	רבמתן	SYN-RT-dbe64287eb	רבמ	PUAL	PST.2FPL	SYN-LX-a03099fbf2.PST.2FPL	ר	ב	מ
R123|T2|C8	R123	T2	C8	רֻבְּמוּ	רבמו	SYN-RT-dbe64287eb	רבמ	PUAL	PST.3PL	SYN-LX-a03099fbf2.PST.3PL	ר	ב	מ
R123|T3|C0	R123	T3	C0	רִבַּמְתִּי	רבמתי	SYN-RT-dbe64287eb	רבמ	PIEL	PST.1SG	SYN-LX-a7e17f8f6a.PST.1SG	ר	ב	מ
R123|T3|C1	R123	T3	C1	רִבַּמְתָּ	רבמת	SYN-RT-dbe64287eb	רבמ	PIEL	PST.2MSG	SYN-LX-a7e17f8f6a.PST.2MSG	ר	ב	מ
R123|T3|C2	R123	T3	C2	רִבַּמְתְּ	רבמת	SYN-RT-dbe64287eb	רבמ	PIEL	PST.2FSG	SYN-LX-a7e17f8f6a.PST.2FSG	ר	ב	מ
R123|T3|C3	R123	T3	C3	רִבֵּם	רבם	SYN-RT-dbe64287eb	רבמ	PIEL	PST.3MSG	SYN-LX-a7e17f8f6a.PST.3MSG	ר	ב	מ
R123|T3|C4	R123	T3	C4	רִבְּמָה	רבמה	SYN-RT-dbe64287eb	רבמ	PIEL	PST.3FSG	SYN-LX-a7e17f8f6a.PST.3FSG	ר	ב	מ
R123|T3|C5	R123	T3	C5	רִבַּמְנוּ	רבמנו	SYN-RT-dbe64287eb	רבמ	PIEL	PST.1PL	SYN-LX-a7e17f8f6a.PST.1PL	ר	ב	מ
R123|T3|C6	R123	T3	C6	רִבַּמְתֶּם	רבמתם	SYN-RT-dbe64287eb	רבמ	PIEL	PST.2MPL	SYN-LX-a7e17f8f6a.PST.2MPL	ר	ב	מ
R123|T3|C7	R123	T3	C7	רִבַּמְתֶּן	רבמתן	SYN-RT-dbe64287eb	רבמ	PIEL	PST.2FPL	SYN-LX-a7e17f8f6a.PST.2FPL	ר	ב	מ
R123|T3|C8	R123	T3	C8	רִבְּמוּ	רבמו	SYN-RT-dbe64287eb	רבמ	PIEL	PST.3PL	SYN-LX-a7e17f8f6a.PST.3PL	ר	ב	מ
R123|T4|C0	R123	T4	C0	הֻרְבַמְתִּי	הרבמתי	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.1SG	SYN-LX-3c3ff0c40e.PST.1SG	ר	ב	מ
R123|T4|C1	R123	T4	C1	הֻרְבַמְתָּ	הרבמת	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.2MSG	SYN-LX-3c3ff0c40e.PST.2MSG	ר	ב	מ
R123|T4|C2	R123	T4	C2	הֻרְבַמְתְּ	הרבמת	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.2FSG	SYN-LX-3c3ff0c40e.PST.2FSG	ר	ב	מ
R123|T4|C3	R123	T4	C3	הֻרְבַם	הרבם	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.3MSG	SYN-LX-3c3ff0c40e.PST.3MSG	ר	ב	מ
R123|T4|C4	R123	T4	C4	הֻרְבְמָה	הרבמה	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.3FSG	SYN-LX-3c3ff0c40e.PST.3FSG	ר	ב	מ
R123|T4|C5	R123	T4	C5	הֻרְבַמְנוּ	הרבמנו	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.1PL	SYN-LX-3c3ff0c40e.PST.1PL	ר	ב	מ
R123|T4|C6	R123	T4	C6	הֻרְבַמְתֶּם	הרבמתם	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.2MPL	SYN-LX-3c3ff0c40e.PST.2MPL	ר	ב	מ
R123|T4|C7	R123	T4	C7	הֻרְבַמְתֶּן	הרבמתן	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.2FPL	SYN-LX-3c3ff0c40e.PST.2FPL	ר	ב	מ
R123|T4|C8	R123	T4	C8	הֻרְבְמוּ	הרבמו	SYN-RT-dbe64287eb	רבמ	HUFAL	PST.3PL	SYN-LX-3c3ff0c40e.PST.3PL	ר	ב	מ
R123|T5|C0	R123	T5	C0	רָבַמְתִּי	רבמתי	SYN-RT-dbe64287eb	רבמ	PAAL	PST.1SG	SYN-LX-2f1fb85841.PST.1SG	ר	ב	מ
R123|T5|C1	R123	T5	C1	רָבַמְתָּ	רבמת	SYN-RT-dbe64287eb	רבמ	PAAL	PST.2MSG	SYN-LX-2f1fb85841.PST.2MSG	ר	ב	מ
R123|T5|C2	R123	T5	C2	רָבַמְתְּ	רבמת	SYN-RT-dbe64287eb	רבמ	PAAL	PST.2FSG	SYN-LX-2f1fb85841.PST.2FSG	ר	ב	מ
R123|T5|C3	R123	T5	C3	רָבַם	רבם	SYN-RT-dbe64287eb	רבמ	PAAL	PST.3MSG	SYN-LX-2f1fb85841.PST.3MSG	ר	ב	מ
R123|T5|C4	R123	T5	C4	רָבְמָה	רבמה	SYN-RT-dbe64287eb	רבמ	PAAL	PST.3FSG	SYN-LX-2f1fb85841.PST.3FSG	ר	ב	מ
R123|T5|C5	R123	T5	C5	רָבַמְנוּ	רבמנו	SYN-RT-dbe64287eb	רבמ	PAAL	PST.1PL	SYN-LX-2f1fb85841.PST.1PL	ר	ב	מ
R123|T5|C6	R123	T5	C6	רְבַמְתֶּם	רבמתם	SYN-RT-dbe64287eb	רבמ	PAAL	PST.2MPL	SYN-LX-2f1fb85841.PST.2MPL	ר	ב	מ
R123|T5|C7	R123	T5	C7	רְבַמְתֶּן	רבמתן	SYN-RT-dbe64287eb	רבמ	PAAL	PST.2FPL	SYN-LX-2f1fb85841.PST.2FPL	ר	ב	מ
R123|T5|C8	R123	T5	C8	רָבְמוּ	רבמו	SYN-RT-dbe64287eb	רבמ	PAAL	PST.3PL	SYN-LX-2f1fb85841.PST.3PL	ר	ב	מ
R123|T6|C0	R123	T6	C0	הִתְרַבַּמְתִּי	התרבמתי	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.1SG	SYN-LX-2fc76808e0.PST.1SG	ר	ב	מ
R123|T6|C1	R123	T6	C1	הִתְרַבַּמְתָּ	התרבמת	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.2MSG	SYN-LX-2fc76808e0.PST.2MSG	ר	ב	מ
R123|T6|C2	R123	T6	C2	הִתְרַבַּמְתְּ	התרבמת	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.2FSG	SYN-LX-2fc76808e0.PST.2FSG	ר	ב	מ
R123|T6|C3	R123	T6	C3	הִתְרַבֵּם	התרבם	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.3MSG	SYN-LX-2fc76808e0.PST.3MSG	ר	ב	מ
R123|T6|C4	R123	T6	C4	הִתְרַבְּמָה	התרבמה	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.3FSG	SYN-LX-2fc76808e0.PST.3FSG	ר	ב	מ
R123|T6|C5	R123	T6	C5	הִתְרַבַּמְנוּ	התרבמנו	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.1PL	SYN-LX-2fc76808e0.PST.1PL	ר	ב	מ
R123|T6|C6	R123	T6	C6	הִתְרַבַּמְתֶּם	התרבמתם	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.2MPL	SYN-LX-2fc76808e0.PST.2MPL	ר	ב	מ
R123|T6|C7	R123	T6	C7	הִתְרַבַּמְתֶּן	התרבמתן	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.2FPL	SYN-LX-2fc76808e0.PST.2FPL	ר	ב	מ
R123|T6|C8	R123	T6	C8	הִתְרַבְּמוּ	התרבמו	SYN-RT-dbe64287eb	רבמ	HITPAEL	PST.3PL	SYN-LX-2fc76808e0.PST.3PL	ר	ב	מ
R124|T0|C0	R124	T0	C0	נִסְצַטְתִּי	נסצטתי	SYN-RT-94ae8683de	סצט	NIFAL	PST.1SG	SYN-LX-990afbdd1b.PST.1SG	ס	צ	ט
R124|T0|C1	R124	T0	C1	נִסְצַטְתָּ	נסצטת	SYN-RT-94ae8683de	סצט	NIFAL	PST.2MSG	SYN-LX-990afbdd1b.PST.2MSG	ס	צ	ט
R124|T0|C2	R124	T0	C2	נִסְצַטְתְּ	נסצטת	SYN-RT-94ae8683de	סצט	NIFAL	PST.2FSG	SYN-LX-990afbdd1b.PST.2FSG	ס	צ	ט
R124|T0|C3	R124	T0	C3	נִסְצַט	נסצט	SYN-RT-94ae8683de	סצט	NIFAL	PST.3MSG	SYN-LX-990afbdd1b.PST.3MSG	ס	צ	ט
R124|T0|C4	R124	T0	C4	נִסְצְטָה	נסצטה	SYN-RT-94ae8683de	סצט	NIFAL	PST.3FSG	SYN-LX-990afbdd1b.PST.3FSG	ס	צ	ט
R124|T0|C5	R124	T0	C5	נִסְצַטְנוּ	נסצטנו	SYN-RT-94ae8683de	סצט	NIFAL	PST.1PL	SYN-LX-990afbdd1b.PST.1PL	ס	צ	ט
R124|T0|C6	R124	T0	C6	נִסְצַטְתֶּם	נסצטתם	SYN-RT-94ae8683de	סצט	NIFAL	PST.2MPL	SYN-LX-990afbdd1b.PST.2MPL	ס	צ	ט
R124|T0|C7	R124	T0	C7	נִסְצַטְתֶּן	נסצטתן	SYN-RT-94ae8683de	סצט	NIFAL	PST.2FPL	SYN-LX-990afbdd1b.PST.2FPL	ס	צ	ט
R124|T0|C8	R124	T0	C8	נִסְצְטוּ	נסצטו	SYN-RT-94ae8683de	סצט	NIFAL	PST.3PL	SYN-LX-990afbdd1b.PST.3PL	ס	צ	ט
R124|T1|C0	R124	T1	C0	הִסְצַטְתִּי	הסצטתי	SYN-RT-94ae8683de	סצט	HIFIL	PST.1SG	SYN-LX-c05598e3f3.PST.1SG	ס	צ	ט
R124|T1|C1	R124	T1	C1	הִסְצַטְתָּ	הסצטת	SYN-RT-94ae8683de	סצט	HIFIL	PST.2MSG	SYN-LX-c05598e3f3.PST.2MSG	ס	צ	ט
R124|T1|C2	R124	T1	C2	הִסְצַטְתְּ	הסצטת	SYN-RT-94ae8683de	סצט	HIFIL	PST.2FSG	SYN-LX-c05598e3f3.PST.2FSG	ס	צ	ט
R124|T1|C3	R124	T1	C3	הִסְצִיט	הסציט	SYN-RT-94ae8683de	סצט	HIFIL	PST.3MSG	SYN-LX-c05598e3f3.PST.3MSG	ס	צ	ט
R124|T1|C4	R124	T1	C4	הִסְצִיטָה	הסציטה	SYN-RT-94ae8683de	סצט	HIFIL	PST.3FSG	SYN-LX-c05598e3f3.PST.3FSG	ס	צ	ט
R124|T1|C5	R124	T1	C5	הִסְצַטְנוּ	הסצטנו	SYN-RT-94ae8683de	סצט	HIFIL	PST.1PL	SYN-LX-c05598e3f3.PST.1PL	ס	צ	ט
R124|T1|C6	R124	T1	C6	הִסְצַטְתֶּם	הסצטתם	SYN-RT-94ae8683de	סצט	HIFIL	PST.2MPL	SYN-LX-c05598e3f3.PST.2MPL	ס	צ	ט
